text,system_response,emotion
나이가 들어 그런지 몸의 여기저기가 다 아파. 그래서 주변사람들에게 자주 화를 내게 돼.,몸이 아프니 예민해져서 더 화가 난다고 생각이 드시는군요. 좀 더 말씀해주시겠어요?,분노
내가 마을에서 제일 친화력이 좋고 나를 좋아하는 사람들이 많거든.,어떻게 하면 이 기쁨을 유지할 수 있을까요?,기쁨
나는 특히 우리 나이 대에 필요한 검진 비용이 너무 비싸다고 생각해.,검진 비용이 너무 비싸다고 생각하시는군요.,분노
이번 주에 여자친구한테 프로포즈를 할 건데 준비를 뭐부터 해야 할지 모르겠어.,이번 주에 프로포즈를 하려는 이유가 있나요?,분노
이럴 줄 알았으면 젊었을 때 좀 아끼고 모았을 텐데 후회가 드네.,후회되는 감정을 느끼지 않기 위해서 시도해 볼 수 있는 일이 무엇이 있을까요?,슬픔
요가 선생님께 나만 따로 봐달라고 부탁해볼까?,그것도 참 좋은 생각이에요.,슬픔
내 꿈에 도전하느라 아직까지 결혼을 못했다고 매번 욕을 먹어.,결혼을 못했다고 욕을 먹어서 속상하시겠어요.,분노
매번 열심히 준비하고 시험을 보는데 뭐가 문제인지 모르겠어. 정말 답답해.,지금 이 상황에서 조금이라도 벗어나기 위해 해볼 수 있는 일들에는 무엇이 있을까요?,분노
내가 사랑하는 아내가 병으로 아파해.,사랑하는 사람이 아프다니 정말 속상하시겠어요.,슬픔
건강하라고 영양제 선물을 보내주는데 잘 챙겨 먹어야겠어.,친구 분과 좋은 시간 보내시길 바라요.,기쁨
복싱으로 스트레스를 푸는 게 좋은 것 같아.,복싱으로 대신 스트레스를 풀려고 하시는군요.,분노
집으로 초대도 하고 정적이지만 재미있는 것들을 알아 와서 함께 놀자고 말하고 싶어.,재미있는 거리를 찾아 금방 관계 회복이 되길 바라요.,슬픔
직장 상사라서 거절하기도 힘들어.,직장 상사가 기분 나쁘지 않게 거절하려면 어떻게 해야 할까요?,분노
내가 지체 장애가 있다는 이유로 남편이 밖에서 일하지 말고 집안일만 하래.,모든 집안일을 혼자 하시는군요.,슬픔
안 그래도 하루가 다르게 늙어가는데 정신적으로 아파서 아무 일도 못 하게 되어버렸어.,정신적으로 생긴 질환으로 일을 하실 수 없게 되었군요.,슬픔
회사와 멀어도 외곽에 집을 살걸 그랬나 봐. 너무 후회돼.,이 상황에서 어떻게 생각하는 게 마음이 편할까요??,슬픔
얼마 전에 새로운 업무를 맡았는데 옆 부서 직원이 나보다 더 잘하는 거야.,업무에 고민이 생기면 어떻게 하면 괜찮아지실까요?,슬픔
굿즈를 흔쾌히 사주신 엄마께 감사함을 전하고 싶어.,어머니께 감사함을 표현하기 위해 어떻게 하면 좋을까요?,기쁨
오늘 저녁이 가족들끼리 맛있는 걸 먹으러 가자고 해야겠어.,가족들과 함께 즐거운 시간 보내시기를 바라요.,기쁨
요즘 친구들이 회사에서 해고될 위기라고 하더라고. 그래서 친구들을 도와줘야 되나 고민이야.,어떻게 하는 것이 가장 좋을까요?,기쁨
난 항상 내 뒤에서 날 응원하고 신뢰하는 엄마 아빠가 계서 너무나 든든해.,언제나 믿고 지지하시는 부모님을 위해 무엇을 행하실 건가요?,기쁨
이번에 분만실에서 나온 첫 아이를 보면서 그 감동은 잊을 수 없어.,첫 아이가 탄생하는 순간을 보셨군요.,슬픔
종일 일하고 들어와 제대로 쉴 수도 없이 남편 챙겨야지. 언제나 이 지긋지긋한 게 끝나냐고.,남편분 간호가 많이 힘드시겠어요.,슬픔
병원에 갔는데 필요 없는 주사와 약을 더 처방받았어.,속은 기분도 느끼고 속상하셨겠어요. 이 상황을 극복하기에 뭐가 가장 좋을까요?,슬픔
특히 주변 어른들이 비교하셔서 슬퍼. 결혼에 대한 의욕이나 기쁨이 사라졌어.,그런 열등감이 더 느껴지지 않도록 하려면 어떻게 해야 할까요?,슬픔
매주 모여서 공부하고 많은 정보도 알게 되어서 합격할 수 있었던 것 같아. 정말 감사해.,주변 분들에게 감사하는 마음을 가지고 계시는군요.,기쁨
내가 몇 번 투자했었는데 그때마다 잘해왔으니 이번에도 잘 될 거라고 봐.,여태껏 잘 했던 분이라 신뢰가 더욱 두텁군요. 이번 투자로 기대하시는 바가 있나요?,기쁨
이직하려고 정말 노력했는데 해내서 너무 뿌듯해.,했던 노력이 이직이란 좋은 결과로 이어져서 기분이 좋으실 것 같아요.,기쁨
건강에 안 좋으니 하면 안 되고 타인에게 해를 주니 안 되고. 등등 건강은 본인이 알아서 지켜야 할 것을.,네 맞습니다. 건강은 타인이 지키는 것이 아니고 본인이 지켜야죠.,분노
오랜만에 대학 동창을 만나고 왔어.,오랜만이라 반가우셨겠어요.,분노
요즘 과도한 업무에도 스트레스를 받지만 더욱 스트레스를 유발하는 사건이 생겼어.,업무량 말고도 스트레스를 주는 일이 더 생기신 거로군요.,분노
힘들 때 항상 챙겨주던 친구였는데 내 생각만 한 것이 후회가 돼.,내가 힘들 때 힘이 되준 친구인데 난 그래주지 못해 후회되시는군요. 어떻게 하여야 이 마음이 조금이라도 덜어질까요?,슬픔
결혼하려면 신혼집도 차려야 하고 아이에게도 돈이 들어가고 여러모로 돈이 많이 드는 것 같아.,그런 고민이 있었군요. 요즘 어려운 시기에 돈 벌기도 취업하기도 힘드시죠?,슬픔
전화를 연결해준다든가 성가신 일이 자꾸 늘어나.,성가신 일이 한두 가지가 아니군요. 어떻게 하면 편해질 수 있을까요?,분노
은퇴 후에 노후준비가 탄탄히 되어 있어서 너무 기뻐. 신이 나서 춤추고 싶어.,노후준비가 잘 되어있어서 신이 나셨군요. 더 자세히 말씀해주실 수 있나요?,기쁨
내가 신장 이식이 필요한데 한 친구가 자기도 검사를 받겠다고 하더라고.,그런 친구 분이 계시네요?,기쁨
아내도 건강을 되찾는 것 같아서 좋고 넉넉한 퇴직금으로 이곳에서 생활하니까 여유로워.,건강과 재정적 어려움이 없어서 마음이 평온하시고 정말 좋으실 것 같아요.,기쁨
애들 교육 관련된 것도 나와 의견이 달라.,잔심부름과 자녀 교육 때문에 아내분과 마찰이 있어서 힘드시겠어요.,분노
학교 폭력도 없고 공부만 할 수 있잖아.,학교 폭력 없이 맘껏 공부할 수 있는 반 환경에 편안함을 느끼시는 군요.,기쁨
이 친구는 최근에 만났는데 수술비 외에 자신이 도울 수 있는 방법을 물어보더라고.,그럼 앞으로 무언가 할 수 있는 일이 있을까요?,기쁨
만성 질환을 앓고 있어도 경제적으로 여유로워 약값 걱정이 안 돼.,약값 걱정이 안 들어서 매우 다행이군요.,기쁨
그 애들도 벌을 받았으면 좋겠는데 어떻게 해야 할지 고민 중이야.,어떻게 하는 것이 가장 좋은 방법일까요?,분노
당연히 내가 업무를 잘 처리해서지. 그런데 내가 잘해선지 일이 자꾸 늘어나네?,회사에서 신뢰받는 직원이라 일이 늘어나시는군요.,기쁨
다른 식구들도 모두 슬퍼하고 있어. 가족 추억이 많거든.,가족 구성원이 모두 슬퍼하고 계시는군요.,슬픔
길을 가는데 허리가 굽은 나를 보고 학생들이 웃어서 기분이 나빠서 짜증이 나.,학생들이 나의 모습을 보고 비웃어서 짜증이 나셨군요.,분노
최선을 다해 공부한 보람을 느껴. 대학 가서 앞으로도 열심히 할 거야.,자유시간에 친구들과 모여서 게임을 즐기려고 하시는군요.,기쁨
내일 개업을 하니까 준비를 해야겠어.,내일 개업을 하시는군요. 어떤 준비를 하는 건가요?,기쁨
이번에 시험 성적이 잘 나왔거든 그래서 신이 나.,성적도 잘 나오고 어머니께 칭찬받아서 신이나시군요.,기쁨
맞아. 요새 정부 정책들이 많던데 얼른 찾아봐야겠어. 아이와 많은 걸 함께하게 될 거야!,정부 정책들을 찾아볼 생각이시군요.,기쁨
의사 선생님은 관절을 무리해서 쓰지 말라고 하지만 먹고 살려면 어쩔 수 없잖아.,정말 속상하실 것 같아요. 이 상황에서 어떻게 하는 것이 좋을까요?,슬픔
처음부터 친구를 잘 가려서 사귀는 방법밖에 없다고 생각해.,친구를 잘 가려서 사귀는 것이 중요하다는 생각이 드시는군요.,슬픔
응. 나도 정말 열심히 노력하는데 뭐가 문제인지 잘 모르겠어.,지금 감정에서 벗어나기 위해 해볼 수 있는 일들에는 무엇이 있을까요?,슬픔
의사 선생님이 말씀하신 대로 꾸준히 운동하고 식습관도 육식 위주에서 채식으로 바꾸니 그런 것 같아.,정기적인 운동과 건전한 식습관이 큰 원인이었군요.,기쁨
일단 아들에게 보증금 까먹을 연유를 물어봐야겠어. 저 나름대로 이유야 있겠지 싶어.,네 대화가 잘되시길 바랄게요.,슬픔
거짓말을 절대 하지 않고 곤란한 일에도 솔직하게 말해 줘.,거짓말을 하지 않는 동생의 모습에 신뢰감을 느끼게 되신 것 같네요.,기쁨
카페에서 사용하다 두고 나왔다고 해.,신경 써서 물건을 잘 챙겼어야 하는데 그러지 못한 것 같네요.,분노
친구들에게 감사한 일이 있어.,친구에게 감사한 일이 있으셨군요. 무슨 일이신가요?,기쁨
중소기업이지만 마음도 편하고 사람들도 좋아.,축하드려요. 앞으로도 좋은 일 가득 하길 바랄게요.,기쁨
내가 좋아하던 대리님이 날 좋아하지 않는 것 같아서 너무 슬퍼.,내가 좋아하던 대리님이 날 좋아하지 않는 것 같아서 슬프군요. 조금 더 자세히 말씀해주시겠어요?,슬픔
세대차이인지 내 생각을 말하면 무조건 고리타분하다고 생각하는 거 같아. 나를 권위적인 사람이라고 생각하는 거지.,스스로 자신을 권위적이라고 평가하시나요?,분노
요즘 다리도 쑤시고 몸도 으슬으슬하고 해서 늙어서 건강이 쇠퇴한 건가? 하는 생각이 들어서 걱정이 되더라고.,건강이 나빠졌을까 봐 걱정되셨군요.,기쁨
병원에 가서 다시 한번 상담을 받아봐야겠어.,상담이 잘 돼서 불편한 점이 사라졌으면 좋겠어요.,분노
혹시 모를 경우를 대비해서 더 모으는 것도 좋은 방법인 것 같아.,돈을 더 모으셔서 필요할 때 잘 사용하시면 좋겠어요.,기쁨
어떻게 하면 할 수 있을까?,학벌을 뛰어넘는 회사의 맞는 자신이 가장 잘하는 것을 이용하세요.,분노
오늘 회사에서 그만 나와도 된다고 얘기를 들었어.,일자리를 잃게 되셨다니 상심이 크시겠어요. 무슨 일이 있었는지 좀 더 자세히 이야기해 주시겠어요?,슬픔
요즘 취업 시즌이라 동기들 다 걱정이거든. 그렇지만 난 걱정을 덜 할 수 있어서 다행이야.,좋은 소식이 있나요?,기쁨
쉬는 시간에 동기들한테 얘기 좀 해야겠어.,이직을 준비하는 것이 잘되길 바라요.,분노
아이가 백혈병에 걸려 고생하는 것도 모르고 바보같이 일만 했군.,아이가 병에 걸렸다는 사실을 모른 자신이 원망스러우시군요.,분노
나도 더 남편한테 잘하고 싶지.,나도 더 남편에게 잘하고 싶군요.,기쁨
몸에 좋다는 영양제를 들은 게 있어서 딸에게 알아봐 달라고 했는데 소식이 없어.,따님에게 알아봐 달라고 한 것이 있는데 아직 소식이 없군요.,슬픔
한 달에 한 번씩 나 스스로에게 선물을 주면서 나를 칭찬해 줄 생각이야.,자신에 대한 선물을 통해 자신을 조금 더 돌볼 수 있으면 좋겠네요.,슬픔
나에게 말 걸어준 고마운 노인과 친해져야겠어.,두 분이 친해져서 쓸쓸한 순간이 오지 않았으면 좋겠어요.,기쁨
우리 학교에서 괴롭힘을 당한 친구가 생각보다 많다고 해서 놀랐어.,안타까운 일이네요. 신경이 많이 쓰이겠어요.,슬픔
금번 시험을 망쳐서 엄마가 나를 한심해 하실 것 같아. 내가 엄청 한심해.,시험을 망치셔서 상심하셨군요.,슬픔
아 나도 이제 죽음을 생각할 때가 되었다 하니 좀 숙연해지네.,연세가 어떻게 되시는데요?,슬픔
그 인턴이 일 처리를 잘 못 해서 내가 수습하느라 어제 시간이 두 배로 들었다니까.,화내실 만해요. 태도와 버릇이 없다니 저라도 그러겠어요.,분노
최근 입바른 소리를 몇 차례 하니까 상사에게 미운털이 박혔는지 사사건건 트집을 잡고 있어. 그래서 화가 나.,무척 속상하시고 화나시겠어요. 앞으로 어떻게 하는 것이 좋을까요?,분노
집에만 있으면 더 처지게 되니까 우리 강아지를 산책시켜야겠어.,강와지와 산책하며 기분이 나아지시기를 바라요.,슬픔
내가 취업하고 싶은 회사의 취업 자료를 정리해서 주셨어.,취업자료를 정리해 주셔서 고마운 마음이 드셨군요.,기쁨
친구들이랑 싸우는 걸 선생님이 보고 내가 따돌림 당하고 있다고 오해했어. 자꾸 상담실로 오래.,선생님이 오해를 하셔서 상담을 하자는 말씀을 들으셨군요.,분노
우리나라 기업들은 학벌주의가 심해서 열이 받아.,학벌주의 때문에 화가 많이 나셨군요.,분노
이제 직장에서 완전히 자리를 잡아서 마음이 참 편안해.,마음이 편하시다니 저도 기분이 좋네요.,기쁨
유기농 채소와 곡물로 요리를 해 먹으면 건강해질 거야. 얼마나 좋아질지 기대돼.,건강한 재료로 요리를 해서 건강해질 생각에 설레시는군요.,기쁨
건강할 때 지금부터 건강관리를 잘해서 자식들에게 부담이 되지 말아야겠어.,미래에 자식들에게 부담이 되지 않기 위해 건강 관리를 해 둘 생각이시군요.,슬픔
